"id","name","host_id","host_name","neighbourhood_group","neighbourhood","latitude","longitude","room_type","price","minimum_nights","number_of_reviews","last_review","reviews_per_month","calculated_host_listings_count","availability_365"
"836578","Airy+Sunny 1bdrm- Steps to HighLine","1268505","Jh","Manhattan","Chelsea","40.74372","-74.00021","Entire home/apt","240","7","26","2019-05-13","0.37","1","330"
"837256","UES APT- NEAR CENTRAL PARK, MUSEUMS","2862643","Nia","Manhattan","Upper East Side","40.77389","-73.951","Entire home/apt","280","2","0","","0","1","0"
"837282","Spacious Loft in heart of Tribeca","4375496","Jared","Manhattan","Tribeca","40.71969","-74.00876","Entire home/apt","235","3","5","2015-10-04","0.08","1","177"
"837430","Ground Floor Studio With Backyard","252365","Eileen","Manhattan","East Village","40.7225","-73.98267","Entire home/apt","130","5","4","2015-01-03","0.05","1","0"
"837503","❤️Feel@HOME Brooklyn Clinton Hill ❤️","265525","Casey","Brooklyn","Bedford-Stuyvesant","40.69165","-73.95456","Entire home/apt","96","5","224","2019-06-21","2.82","1","77"
"837958","Very cozy room with a tv.!","4378763","Antonio","Queens","Long Island City","40.7529","-73.92985","Private room","63","2","26","2014-07-13","0.33","3","249"
"838070","Brooklyn Apt: 1 Bedroom w/Garden","240048","Katherine / François","Brooklyn","Sunset Park","40.66059","-73.99361","Entire home/apt","150","10","8","2018-06-23","0.17","2","176"
"838586","***HOT SPOT*** 2 blocks to L/G Trains *** Modern","326150","Ronny","Brooklyn","Williamsburg","40.71733","-73.9531","Entire home/apt","200","2","11","2019-04-27","0.23","1","0"
"838974","comfy artsy cottage garden studio","4255319","Laura","Brooklyn","Prospect Heights","40.67922","-73.96907","Entire home/apt","90","7","6","2018-01-03","0.08","1","0"
"839058","Midtown Lux Manhattan by 5th Ave","4383196","David","Manhattan","Midtown","40.76188","-73.97193","Entire home/apt","269","5","15","2017-01-03","0.22","1","0"
"839539","Awesome, Unique EAST VILLAGE LOFT!!","3200135","Matt","Manhattan","East Village","40.72876","-73.98413","Private room","80","7","0","","0","1","31"
"840103","Charming, huge BR, nr Prospect Park","164534","Holly","Brooklyn","Prospect Heights","40.68062","-73.97042","Private room","80","2","24","2015-08-31","0.33","1","0"
"841292","BIG room in fun loft – heart of NYC","4393626","Aaron","Manhattan","Chelsea","40.74712","-73.99514","Private room","109","3","26","2019-05-27","0.36","2","18"
"841484","cozy charming apt - Lower East Side","2682735","Andrew","Manhattan","Lower East Side","40.71892","-73.98627","Entire home/apt","175","3","50","2019-06-30","0.63","1","1"
"842167","1 BDR in Heart of Lower East side","2257960","Melanie","Manhattan","Chinatown","40.71593","-73.99031","Entire home/apt","150","4","14","2019-05-28","0.31","1","18"
"842176","Cozy Room in Williamsburg Loft Apt","3330412","Pierre  & Amira","Brooklyn","Williamsburg","40.71541","-73.94464","Private room","80","4","80","2017-10-18","1.08","1","245"
"842494","Charming Studio Near Central Park!","148545","Lisa","Manhattan","Upper West Side","40.77886","-73.98444","Entire home/apt","150","7","1","2013-11-09","0.01","1","0"
"842973","Great 1 bedroom- awesome location","4401275","Ashley","Manhattan","Hell's Kitchen","40.76194","-73.99346","Entire home/apt","175","1","33","2016-03-30","0.44","1","0"
"843491","Clean 1 bedroom with private bath :)","4241953","Celeste","Queens","Flushing","40.76074","-73.80969","Private room","80","3","8","2019-01-04","0.17","4","342"
"843499","Large sunny room 10 min to Midtown!","350553","Stav","Manhattan","Harlem","40.8129","-73.95213","Private room","75","1","4","2015-01-02","0.06","2","0"
"844319","XL 90m2 2BR Victorian area,sleeps 7","683027","Camille","Brooklyn","Flatbush","40.62961","-73.9572","Entire home/apt","130","1","219","2019-06-13","2.91","1","237"
"845362","Perfect 750 SF W. Village 1 Bedroom","4413463","Carolyn","Manhattan","West Village","40.73574","-74.00056","Entire home/apt","250","7","0","","0","1","0"
"845417","LOVELY LOFT | 24H DOORMAN | PERFECT","3891436","Felix","Manhattan","Lower East Side","40.71312","-73.99033","Entire home/apt","260","6","23","2019-05-20","0.3","1","0"
"845517","Queen-sized Room Avail in Huge 2 bdrm/2bth loft.","4414425","Ian","Brooklyn","Clinton Hill","40.69691","-73.96713","Private room","36","1","8","2019-05-26","0.1","1","83"
"846190","Modern condo close to Prospect park","3159197","Lewis","Brooklyn","Prospect-Lefferts Gardens","40.66251","-73.95374","Entire home/apt","140","2","11","2019-06-27","0.18","1","35"
"846275","BEST LOWER EAST SIDE APT, SLEEPS 4 COMFORTABLY.","1732005","Ren","Manhattan","Lower East Side","40.72003","-73.98693","Entire home/apt","145","2","220","2019-06-21","2.97","1","268"
"846457","Beatiful Studio in williamsburg","945407","Clara","Brooklyn","Williamsburg","40.7141","-73.96477","Entire home/apt","120","3","8","2017-09-25","0.13","1","0"
"846549","New York City Dream Apartment","4420306","Luis Alejandro","Brooklyn","Bedford-Stuyvesant","40.68941","-73.95247","Private room","60","2","2","2015-08-02","0.04","1","0"
"846829","Private room in the lower east side","395609","Jb","Manhattan","Lower East Side","40.71275","-73.98682","Private room","95","1","7","2015-08-15","0.12","1","0"
"846871","Cozy 1 BR near Central Park, AMNH, The MET & More","3179895","Dee","Manhattan","Upper West Side","40.78429","-73.97815","Private room","131","2","220","2019-06-23","2.85","1","1"
"847591","Brooklyn Apartment","4425467","Oded","Brooklyn","Bushwick","40.7016","-73.91868","Entire home/apt","120","5","6","2015-09-27","0.1","1","0"
"848087","Great light-filled 1BR in Brooklyn","3526444","Luca","Brooklyn","Bedford-Stuyvesant","40.68196","-73.95168","Entire home/apt","100","5","15","2019-06-04","0.25","1","94"
"848170","Gorgeous 1BR near Prospect Park","4428278","Rohit","Brooklyn","Kensington","40.64651","-73.97662","Entire home/apt","100","4","20","2017-09-10","0.26","1","0"
"848174","1BR East Village Apt - Entire Apt.","1468667","Darragh","Manhattan","East Village","40.73031","-73.98426","Entire home/apt","190","1","0","","0","1","0"
"848220","LUXURY APT w PRIVATE GARDEN NYC UES","4425694","Gregory","Manhattan","Upper East Side","40.76714","-73.95922","Entire home/apt","160","1","187","2019-05-24","2.36","1","221"
"848707","Bright Room in Queens, Shared bath%","4241953","Celeste","Queens","Flushing","40.76","-73.81117","Private room","60","2","17","2018-10-07","0.22","4","314"
"848718","Spacious & Comfy by Prospect Park","4375988","Keturah","Brooklyn","Prospect-Lefferts Gardens","40.6593","-73.95686","Private room","75","3","46","2019-06-06","0.82","3","311"
"848722","Lovely BR In The ❤ Of Flushing! Free Metro Card","4241953","Celeste","Queens","Flushing","40.76014","-73.81146","Private room","45","2","39","2019-06-07","0.52","4","292"
"848853","Upper Manhattan//Harlem Classic","4432173","Stella","Manhattan","Harlem","40.80712","-73.95316","Private room","65","2","15","2018-05-16","0.2","1","361"
"849409","Spacious garden appartment brooklyn","4434798","Bernard","Brooklyn","Prospect Heights","40.68099","-73.97446","Entire home/apt","120","5","145","2019-07-01","1.82","1","0"
"849567","Your own large 1BR apt in Manhattan","52394","Geraldine","Manhattan","Inwood","40.86585","-73.92693","Entire home/apt","80","4","16","2018-05-11","0.2","1","0"
"849603","Spacious Crown Heights Apartment","4435623","Ayana","Brooklyn","Crown Heights","40.67525","-73.9486","Entire home/apt","100","7","52","2019-06-15","0.67","1","56"
"849703","Convenient, Renovated 2 Bedroom","145609","Ceci","Brooklyn","Carroll Gardens","40.67771","-73.99428","Entire home/apt","250","2","82","2016-02-29","1.08","1","0"
"850097","Beautiful 1BD in the West Village","4438960","Taleah","Manhattan","West Village","40.73118","-74.0029","Entire home/apt","235","2","97","2019-04-10","1.47","1","40"
"850148","1 ROOM IN AMAZING ARTIST NYC LOFT","2843998","Julie","Brooklyn","Williamsburg","40.7106","-73.96532","Private room","85","2","35","2019-05-04","0.55","2","365"
"850338","Authentic Luxury Designed Loft","4440548","Thomas","Brooklyn","Williamsburg","40.71427","-73.94671","Entire home/apt","145","3","166","2019-06-20","2.15","2","151"
"850517","3 Bedroom Duplex/ 2 Baths and 2 LR","254846","Brendan","Brooklyn","Bushwick","40.68646","-73.91313","Entire home/apt","289","3","38","2019-05-20","0.51","4","354"
"850943","ARTIST TRENDY NYC LOFT","2843998","Julie","Brooklyn","Williamsburg","40.71171","-73.96694","Entire home/apt","149","5","26","2019-04-22","0.41","2","14"
"851130","Nice Furnished Short Term in NY","4444170","Tiziana","Manhattan","Washington Heights","40.84764","-73.93875","Shared room","100","1","31","2018-10-08","0.4","1","364"
"851772","CHIC 1 BEDROOM IN MANHATTAN (UES)","4445677","Ari","Manhattan","Upper East Side","40.7704","-73.95024","Entire home/apt","166","1","15","2014-09-06","0.19","1","188"
"851784","Designer's spacious Manhattan apt.","4446767","Ks & Eli","Manhattan","Washington Heights","40.85016","-73.93178","Entire home/apt","99","3","106","2019-07-04","1.43","1","331"
"852118","Spacious 3 Bedroom Prospect Brooklyn near subway","3259274","Hannah","Brooklyn","Crown Heights","40.67434","-73.95728","Entire home/apt","150","2","37","2019-05-19","0.58","2","230"
"852632","Gowanis Urban Oasis","4451246","Raymond","Brooklyn","Gowanus","40.66893","-73.99404","Shared room","44","2","155","2019-07-01","2.11","1","325"
"852949","INCREDIBLY LOCATED GREENWICH/WEST VILLAGE APT.!","4453107","Sandi","Manhattan","Greenwich Village","40.72977","-74.00164","Entire home/apt","195","2","12","2019-05-15","0.18","1","90"
"854033","1 BR in large full floor apartment","4092307","Eddie","Manhattan","Civic Center","40.7123","-73.99946","Private room","100","4","8","2019-04-21","0.11","2","7"
"854253","Great Lrg Apt next to Park/Subway","4461145","Cristian","Brooklyn","Flatbush","40.6489","-73.96872","Entire home/apt","60","5","3","2019-04-30","0.06","1","189"
"854521","Room, Central Location, Priv. Entry","4463092","Samuel","Manhattan","Harlem","40.80925","-73.95541","Private room","62","2","45","2019-07-04","0.64","2","310"
"855206","Bedroom with Private Bath and Roof","4467554","Sunny","Manhattan","East Village","40.72957","-73.98406","Private room","99","5","8","2015-11-05","0.14","1","0"
"855549","Have the 1st floor of a two floor duplex,","213020","Robert","Manhattan","Upper West Side","40.79279","-73.97131","Private room","88","1","100","2019-07-05","1.41","3","98"
"855919","Lovely Apt. in the heart of Harlem","4473860","Marina","Manhattan","Harlem","40.80845","-73.94435","Entire home/apt","125","1","64","2019-07-01","1.37","1","135"
"856304","Clean,spacious,comfy Brooklyn room","524575","Alicia","Brooklyn","Flatbush","40.6483","-73.9644","Private room","74","1","8","2015-10-19","0.1","1","283"
"856440","YOUR OWN PLACE WITH VIEWS OF CENTRAL PARK","627898","Peter","Manhattan","Hell's Kitchen","40.76616","-73.98411","Entire home/apt","176","7","33","2019-05-02","0.42","1","0"
"856918","Large Room in Garden Duplex","4481005","Karen","Brooklyn","Park Slope","40.67422","-73.98097","Private room","62","2","11","2018-10-29","0.14","2","158"
"857696","PRIVATE LARGE-MODERN-CLEAN master bedroom","2559004","Sergio","Manhattan","East Harlem","40.80215","-73.93889","Private room","51","1","4","2019-06-26","0.1","5","0"
"857810","Heart of Williamsubrg 1 Bedroom","4487224","Tara","Brooklyn","Williamsburg","40.71373","-73.94958","Entire home/apt","249","3","31","2015-09-27","0.4","1","365"
"858223","Entire flat west village","4431107","Ally","Manhattan","Chelsea","40.73818","-73.9977","Entire home/apt","200","2","82","2019-06-08","2.02","3","157"
"858695","Very Large Private Room on quiet st","4494343","Douglas","Bronx","Mount Eden","40.84058","-73.91382","Private room","30","2","291","2019-06-20","3.69","1","208"
"859023","Charming Artist's Home in Brooklyn","1536441","Erica","Brooklyn","Gowanus","40.66958","-73.98998","Entire home/apt","240","2","22","2018-10-27","0.29","1","280"
"859596","Quiet room w/ 2 beds +light near subway+ museums","4500999","Aaron","Manhattan","East Harlem","40.79541","-73.94465","Private room","100","1","58","2019-07-02","0.83","2","316"
"860163","Manhattan Studio Apartment: 2 Adults $125","4504962","Judith","Manhattan","East Harlem","40.78844","-73.94951","Entire home/apt","125","2","71","2019-07-02","0.9","1","199"
"860827","carriage house apartment","4524130","Claire","Brooklyn","Clinton Hill","40.68707","-73.96571","Entire home/apt","170","1","315","2019-06-22","4.03","1","275"
"862890","Private bedroom w/ king size bed + pvt bathroom","4224309","Rachel...You Can Call Me Kaya :)","Manhattan","Washington Heights","40.85081","-73.93118","Private room","150","2","3","2019-05-31","0.15","1","365"
"864790","PEACEFUL SHARE BY CENTRAL PARK","4538664","Nicole","Manhattan","Upper West Side","40.77366","-73.98574","Private room","125","4","77","2019-05-25","0.99","1","326"
"864981","Cozy Room in Charming Brownstone","1650330","Chandle","Brooklyn","Sunset Park","40.64902","-74.00897","Private room","68","5","43","2019-05-26","0.56","2","282"
"865355","Spacious and Comfortable Room!","4543792","George","Manhattan","Harlem","40.82719","-73.94484","Private room","90","7","35","2019-04-30","0.48","1","312"
"866890","Budget/diamond in heart of Harlem","4555996","Ben","Manhattan","Harlem","40.82316","-73.94129","Private room","65","3","68","2019-07-05","0.88","2","361"
"867721","Comfortable Modern Room in Bed-Stuy","4509849","Ines","Brooklyn","Bedford-Stuyvesant","40.68344","-73.92189","Private room","65","3","132","2019-06-30","1.68","3","35"
"867769","Full Bedroom in Bed-Stuy","4509849","Ines","Brooklyn","Bedford-Stuyvesant","40.68411","-73.92973","Private room","65","3","116","2019-05-21","1.47","3","73"
"868548","Friendly & fun w/ private terrace","4372160","Seth","Brooklyn","Williamsburg","40.70933","-73.94141","Private room","58","10","7","2018-05-02","0.1","1","0"
"869522","Private room/Upper Manhattan","4581489","Nick","Manhattan","Harlem","40.82579","-73.94907","Private room","65","2","2","2015-12-08","0.05","1","0"
"870119","Beautiful 2bdrm Bklyn duplex w/deck + backyard","355548","Jessica","Brooklyn","Clinton Hill","40.69208","-73.96525","Entire home/apt","185","4","8","2018-08-27","0.22","1","8"
"871076","LARGE 2 BR w/Dining Room, Balcony, Echo","4590460","Clare","Brooklyn","Bensonhurst","40.6101","-73.99591","Entire home/apt","115","4","6","2017-12-06","0.08","1","0"
"872210","Quiet 1BR Heart of the East Village","4600589","Carter","Manhattan","East Village","40.732","-73.98759","Private room","200","1","0","","0","1","0"
"873465","Cute & Comfortable One Bedroom","3588693","Maria","Brooklyn","Flatbush","40.65307","-73.95781","Entire home/apt","115","2","20","2019-05-19","0.25","1","282"
"873701","Chic, quiet 1BR with patio (steps from the subway)","699759","Becky","Brooklyn","Crown Heights","40.67121","-73.95534","Entire home/apt","140","4","125","2019-06-11","1.6","1","239"
"874683","Spacious Bushwick Duplex Apartment","4617159","Alvin","Brooklyn","Bushwick","40.68777","-73.91601","Private room","62","2","22","2019-06-30","0.37","1","87"
"874706","Fully Updated Modern 1 Bedroom Apartment","4616773","Joan","Brooklyn","Kensington","40.64534","-73.97189","Entire home/apt","95","3","154","2019-07-01","2","1","310"
"875111","1-bedroom apt in Clinton Hill","2908554","Michael","Brooklyn","Bedford-Stuyvesant","40.68586","-73.95875","Entire home/apt","100","3","7","2019-01-27","0.11","1","0"
"875567","Cozy West Village Studio Apartment","4622733","Marise","Manhattan","West Village","40.73746","-74.00686","Entire home/apt","113","3","71","2019-06-09","0.95","1","343"
"876565","Spacious Comfy Bedroom in Bed-Stuy","4509849","Ines","Brooklyn","Bedford-Stuyvesant","40.68598","-73.92677","Private room","62","3","112","2019-06-30","1.43","3","59"
"877135","Williamsburg 1br APT","4628887","Hoonju / Co Host: Jose","Brooklyn","Williamsburg","40.71518","-73.94571","Entire home/apt","95","3","36","2019-06-16","0.95","1","89"
"878142","Serene 1BR+Garden+Goldfish Pond+Cook's Kitchen","2597159","Alana","Brooklyn","Williamsburg","40.71335","-73.9496","Entire home/apt","200","4","4","2018-10-25","0.42","2","0"
"880256","Beautiful Trendy 2br Harlem Apt.","4655169","Rochelle","Manhattan","Harlem","40.82764","-73.93842","Entire home/apt","165","2","21","2019-01-02","0.3","1","347"
"880424","★Beautiful Home Away From Home★","3549531","Jeremy","Brooklyn","Prospect-Lefferts Gardens","40.65514","-73.95956","Private room","60","1","109","2019-06-04","1.52","1","2"
"882209","Gorgeous Williamsburg Apartment","3673451","Nikki","Brooklyn","Williamsburg","40.70502","-73.95262","Private room","80","2","37","2019-05-04","0.56","2","89"
"882258","Beautiful Studio on Prospect Park!","4233288","Jake","Brooklyn","Prospect-Lefferts Gardens","40.66033","-73.96212","Entire home/apt","100","6","78","2018-12-28","1.07","1","0"
"882559","Private bedroom&bathroom in the heart of Manhattan","4670155","Idan","Manhattan","Hell's Kitchen","40.76113","-73.98918","Private room","110","3","213","2019-06-24","2.79","1","281"
"883209","World Travelers to Couchcrash in BK","4158086","Vivian","Brooklyn","Bedford-Stuyvesant","40.69132","-73.94205","Shared room","50","3","15","2017-09-16","0.2","1","365"
"883306","1  Bedroom in Clinton Hill Share","4310378","Autumn","Brooklyn","Clinton Hill","40.69494","-73.96372","Private room","79","2","102","2019-06-17","1.41","3","361"
"883423","Clean and charming apartment  in Carroll Gardens","4313683","Antoinette","Brooklyn","Carroll Gardens","40.67996","-74.00101","Entire home/apt","140","3","93","2019-05-04","1.24","1","65"
"886808","Free Metrocard*, Safe & Affordable","4701443","Christina","Queens","Flushing","40.75088","-73.81029","Private room","55","1","116","2019-06-14","1.51","2","298"
"886833","Private Suite, Free Metrocard*","4701443","Christina","Queens","Flushing","40.7525","-73.81126","Entire home/apt","81","1","313","2019-07-05","4.09","2","263"
"887129","Comfortable and Large Duplex with Private Terrace","3490818","Jon","Brooklyn","Williamsburg","40.71437","-73.96054","Entire home/apt","191","3","156","2019-06-30","2.08","1","21"
"887292","2 Bedroom Bushwick Apartment","4704914","Robert","Brooklyn","Bushwick","40.69982","-73.91957","Entire home/apt","139","3","106","2019-05-08","1.42","1","248"
"888583","Gorgeous Greenpoint Railroad","4282125","Caroline","Brooklyn","Greenpoint","40.734","-73.95474","Entire home/apt","120","2","27","2019-01-01","0.35","1","280"
"888905","Sunny bedroom, next to subway and Central Park","4714927","Elisa","Manhattan","East Harlem","40.78933","-73.94932","Private room","60","2","53","2019-06-19","0.86","4","0"
"890794","Cozy- bedroom in Jackson Heights!","4731046","Luis","Queens","Jackson Heights","40.75374","-73.8924","Private room","70","2","0","","0","1","188"
"890839","Spacious, duplex townhouse w large garden oasis","831185","Andrew","Brooklyn","Crown Heights","40.68015","-73.96299","Entire home/apt","295","2","8","2019-05-28","0.11","3","365"
"890855","Sun-Drenched Studio in Clinton Hill","128920","Magera","Brooklyn","Clinton Hill","40.68252","-73.96664","Entire home/apt","100","6","10","2017-07-03","0.13","1","0"
"891117","Private Bedroom in Manhattan","4734398","Jj","Manhattan","Harlem","40.82264","-73.94041","Private room","49","1","594","2019-06-15","7.57","3","339"
"892463","Ideal Location + Shower In Kitchen!","1758019","Wil","Manhattan","West Village","40.73084","-74.00431","Entire home/apt","150","3","9","2015-03-30","0.12","1","0"
"892704","Enjoy Brownstone Brooklyn!","4746193","Richelle & Neil","Brooklyn","Bedford-Stuyvesant","40.68485","-73.93684","Entire home/apt","120","2","163","2019-07-05","2.12","1","161"
"894015","Boldera: Your Home Away From Home","4622027","Damon And Kent","Brooklyn","Bedford-Stuyvesant","40.68194","-73.92896","Entire home/apt","107","2","147","2019-06-22","1.89","1","27"
"894063","Penthouse patio,city view,BIG bed","1803302","Lacey","Brooklyn","Williamsburg","40.71216","-73.96326","Private room","98","3","78","2019-05-27","1.01","1","268"
"894093","Cozy room,only 2 blocks from subway,10min to City!","4644172","Sheena","Queens","Astoria","40.7686","-73.9201","Private room","47","1","71","2018-09-04","1.05","1","0"
"895386","NYC-THE BEST: Stay in Comfy Apt Manhattan-Harlem!","2265770","Jeanine","Manhattan","Harlem","40.80706","-73.95403","Entire home/apt","170","5","86","2019-06-21","1.13","3","29"
"898669","Hip Modern West Village Apartment","4782600","Brian","Manhattan","West Village","40.73276","-74.00074","Entire home/apt","150","3","90","2019-03-24","1.17","1","184"
"898861","Private One Bedroom Suite, 45 min from City","3546135","Jeanette & Henry","Queens","Briarwood","40.71156","-73.8091","Entire home/apt","63","3","104","2019-06-19","1.35","1","256"
"900383","Brooklyn-Bedstuy-Studio","4808242","Selam","Brooklyn","Bedford-Stuyvesant","40.68145","-73.95178","Shared room","110","3","28","2019-04-11","0.36","1","34"
"900503","Stylish 1897 garden duplex oasis!","4634013","Brandi","Brooklyn","Clinton Hill","40.68753","-73.96002","Entire home/apt","275","3","0","","0","1","0"
"903906","charming house on family block","4837614","Christine & Philip","Brooklyn","South Slope","40.66485","-73.98838","Entire home/apt","329","4","2","2016-08-18","0.05","1","0"
"903947","Beautiful Bedroom in Manhattan","4734398","Jj","Manhattan","Harlem","40.82124","-73.93838","Private room","49","1","597","2019-06-23","7.72","3","342"
"903972","Great Bedroom in Manhattan","4734398","Jj","Manhattan","Harlem","40.82085","-73.94025","Private room","49","1","607","2019-06-21","7.75","3","293"
"904060","Beautiful Modern apt in Brooklyn","4834187","Howard","Brooklyn","Clinton Hill","40.68496","-73.96111","Entire home/apt","165","4","37","2018-09-30","0.47","1","343"
"905425","PAINTERS PARADISE / GREENPOINT","4843750","Painter","Brooklyn","Greenpoint","40.73425","-73.95506","Entire home/apt","160","5","152","2019-06-19","2.1","1","281"
"905947","CHIC ROOM IN BROOKLYN BROWNSTONE","4847926","Shelley","Brooklyn","Flatbush","40.64388","-73.95279","Private room","38","3","66","2019-06-10","0.93","3","283"
"906038","Central Pk West-Convenient 1 BR","4848828","Joy","Manhattan","Upper West Side","40.79626","-73.96145","Entire home/apt","170","7","28","2019-05-22","0.37","1","333"
"906058","Columbia area room pvt bath & entry","4765670","Irene","Manhattan","Morningside Heights","40.80776","-73.9654","Private room","105","2","233","2019-06-23","3.01","1","294"
"907966","1 rm @ 3BR artist loft williamsburg","4864306","Joseph","Brooklyn","Greenpoint","40.72676","-73.95529","Private room","50","2","30","2019-07-02","0.42","3","249"
"908923","Charming East Village Studio","4872812","Toby","Manhattan","East Village","40.72784","-73.98486","Entire home/apt","100","3","2","2017-08-02","0.06","1","0"
"910976","Gorgeous PermaGO HOMES™ - FiDi - Room 2/2","4887492","Gershwyn","Manhattan","Financial District","40.71078","-74.00995","Private room","160","3","24","2018-02-12","0.31","2","352"
"911092","Avenue A Apartment","4888892","Darina","Manhattan","East Village","40.723","-73.97861","Entire home/apt","145","2","157","2019-06-23","2.03","1","221"
"912376","Room in cool Bushwick loft!","4103952","Maria","Brooklyn","Bedford-Stuyvesant","40.69901","-73.93967","Private room","51","3","4","2019-01-03","0.06","1","188"
"915020","Garden Apartment in Park Slope","181756","Roslyn","Brooklyn","South Slope","40.66414","-73.98457","Entire home/apt","150","3","136","2019-07-07","1.8","1","301"
"916311","Rooms in Spacious East Village Apt.","511175","Luis","Manhattan","East Village","40.72361","-73.97877","Private room","180","3","5","2017-02-19","0.08","2","31"
"917058","Charming Greenwich Village studio","4924435","Darla","Manhattan","Greenwich Village","40.73356","-73.99876","Entire home/apt","225","1","3","2019-01-01","0.04","1","188"
"918049","Union Sq European Serene apt","4929807","Liz","Manhattan","Chelsea","40.73949","-73.99483","Entire home/apt","250","3","48","2019-06-23","0.66","1","217"
"918239","Cozy bedroom in Artist Loft","4930847","Rachel","Brooklyn","Williamsburg","40.70159","-73.94346","Private room","56","1","103","2019-06-10","1.6","1","65"
"918426","IDEAL AREA!Reviews! LARGE btfl room","4932354","Mitty","Brooklyn","Prospect Heights","40.67852","-73.97008","Private room","70","7","73","2019-06-16","0.94","4","212"
"919491","Park Slope LARGEST (private) SHARE IN PARK SLOPE","4938247","Kevin","Brooklyn","Park Slope","40.67665","-73.97925","Private room","70","2","163","2019-06-18","2.13","1","163"
"919830","1br in a 2br apartment in Chelsea (23/7)","1895793","Eduardo","Manhattan","Chelsea","40.74605","-73.99906","Private room","125","2","153","2019-06-28","2.17","1","161"
"919990","2 Bedroom Apt in Caroll Gardens","4629954","Sarah","Brooklyn","Carroll Gardens","40.67573","-73.99878","Entire home/apt","157","6","1","2017-01-03","0.03","1","24"
"920930","Backyard BBQ in Brooklyn Brownstone","4950369","Meryl","Brooklyn","Bedford-Stuyvesant","40.68863","-73.94294","Entire home/apt","145","7","28","2018-08-27","0.39","1","188"
"921441","Artsy Bedroom/Office in WaHi","4954283","Michelle","Manhattan","Washington Heights","40.84408","-73.93675","Private room","75","1","120","2019-06-21","1.89","1","90"
"921585","Cosmopolitan Brownstone Sanctuary","4955205","Stelian & Deanna","Brooklyn","Bedford-Stuyvesant","40.68336","-73.93648","Entire home/apt","280","3","68","2019-06-24","0.89","1","280"
"921624","Rare Spacious Quiet Prime Williamsburg Duplex Loft","4955560","Emmanuel","Brooklyn","Williamsburg","40.71579","-73.9588","Entire home/apt","220","4","22","2019-02-23","0.3","1","8"
"923566","Sunlit Central Park Apartment","4967515","Cody","Manhattan","Upper West Side","40.78775","-73.98152","Entire home/apt","200","6","22","2019-01-04","0.28","2","354"
"923979","Private Studio Near JFK, LGA & Subway  Not A Bsmnt","4970027","Tzvi","Queens","Briarwood","40.70715","-73.81468","Entire home/apt","77","1","78","2019-07-05","1.02","1","168"
"924600","Sunny, private room in Brooklyn!","4973668","Gloria","Brooklyn","Bedford-Stuyvesant","40.68713","-73.93659","Private room","35","5","69","2019-06-15","0.91","3","244"
"924658","Bright, airy room share in Brooklyn","4973668","Gloria","Brooklyn","Bedford-Stuyvesant","40.687","-73.93446","Shared room","30","5","91","2019-06-01","1.18","3","248"
"925075","Sunny Loft Style Apt-Great Location","4938485","Paul & Elena","Manhattan","Hell's Kitchen","40.75893","-73.99014","Entire home/apt","140","3","25","2015-01-03","0.33","1","157"
"925240","Artist Loft - Union Square","4976428","Jonathan","Manhattan","East Village","40.73194","-73.98939","Entire home/apt","295","7","92","2019-06-24","1.23","1","316"
"925730","Large studio all to yourself","4980428","L","Manhattan","Chinatown","40.7189","-73.99654","Entire home/apt","160","7","13","2019-06-10","0.17","1","335"
"927408","Large Cozy Room #1, Landmark Home 1 block to PRATT","51038","Erica","Brooklyn","Clinton Hill","40.68618","-73.96603","Private room","98","2","38","2019-02-16","0.5","6","158"
"927597","(2) CLEAN HOME AWAY FROM HOME!","4983320","Terri","Queens","Flushing","40.75444","-73.83057","Private room","76","1","75","2017-01-01","1","2","0"
"927987","Bright Doorman One Bedroom on Upper East Side","755172","Meg","Manhattan","Upper East Side","40.77543","-73.95499","Entire home/apt","230","3","20","2019-06-10","0.26","1","282"
"929032","Dumbo | Spacious private room w/ private bathroom","2420592","Lucas","Brooklyn","Vinegar Hill","40.70163","-73.98208","Private room","60","3","13","2019-06-18","0.66","1","0"
"931352","Lovely Private Room in Bushwick! :)","4156449","Cassia","Brooklyn","Bushwick","40.69958","-73.92006","Private room","40","5","0","","0","1","0"
"933861","Hell's Kitchen Hideaway - Private Entrance","5025046","Nick & Jim","Manhattan","Hell's Kitchen","40.763","-73.98911","Private room","85","2","100","2019-06-24","1.31","1","63"
"937678","Bushwick Loft","5062254","Michael","Brooklyn","Bushwick","40.70627","-73.92223","Entire home/apt","155","2","20","2019-07-01","0.26","1","0"
"938022","Private Bedroom in Williamsburg","1866827","Gregory","Brooklyn","Williamsburg","40.7078","-73.94827","Private room","99","1","94","2019-06-16","1.22","1","358"
"939724","Stylish Room-Artist/Designers' Flat","1865527","Kayla","Brooklyn","Bedford-Stuyvesant","40.6943","-73.94538","Private room","85","1","32","2019-05-19","0.43","3","340"
"940115","Cozy Studio in the Heart of Crown Heights","5067409","Ni","Brooklyn","Crown Heights","40.67555","-73.95254","Entire home/apt","75","7","15","2019-06-29","0.23","1","178"
"940116","Bright Room in Historic Brownstone","1650330","Chandle","Brooklyn","Sunset Park","40.64942","-74.00749","Private room","53","5","39","2019-04-28","0.52","2","282"
"941179","Clean & Cozy Brooklyn 1 BR Gem  - Great location!","4085497","Michael","Brooklyn","Crown Heights","40.67296","-73.9501","Entire home/apt","150","2","42","2019-05-20","0.72","1","365"
